6,The Hundred: Moeen Ali says tournament should be postponed until 2021,bbc-sport,England all-rounder Moeen Ali believes it would be the right decision for the launch of The Hundred to be postponed.
6,Man Utd to trial barrier seating at Old Trafford for 2020-21 season,bbc-sport,"Manchester United receive permission to install 1,500 barrier seats - standing with rails - at Old Trafford as a trial measure."
5,Everything we know about the <em>Parks and Recreation</em> reunion episode,entertainment-weekly,"The beloved NBC sitcom 'Parks and Recreation' is returning to give an update on how the Pawnee parks department alumni are making it through the COVID-19 pandemic. Creator Mike Schur shares what to expect from the reunion, and how it all came together."
5,Viva 'La Vie Bohème'!: An oral history of the <em>Rent</em> Act 1 finale,entertainment-weekly,"The opposite of war isn't peace, it's creation."
5,Jeff Probst on if <em>Survivor</em> will make it to season 50,entertainment-weekly,The 'Survivor' host is not ready to commit to making it to the biggest anniversary season yet.
5,What to Watch on Wednesday: It's down to the Final 6 on <em>The Masked Singer</em>,entertainment-weekly,"The final six contestants face off on 'The Masked Singer,' and Hulu's 'Normal People' adaptation debuts."
5,AMC Theatres says it won't screen Universal films in wake of <em>Trolls World Tour</em> comments,entertainment-weekly,"AMC Theatres' CEO announced that the theater chain will no longer screen Universal's movies, after CEO Jeff Shell's comments regarding the VOD success of 'Trolls World Tour.'"
5,Watch the <em>Hollywood</em> cast talk their Golden Age series and Patti LuPone's basement,entertainment-weekly,"Darren Criss, Dylan McDermott, Patti LuPone, Jim Parsons, and more join EW's <em>Around the Table </em>series."
5,<em>Murder to Mercy</em>: What you didn't see in the Netflix documentary about Cyntoia Brown,entertainment-weekly,What Netflix's true-crime documentary 'Murder to Mercy' doesn't tell you about Cyntoia Brown.
5,Joe Mantegna says working with Madonna is like 'working with Godzilla' (in a good way!),entertainment-weekly,Criminal Minds' star Joe Mantegna says working with Madonna is like 'working with Godzilla' — and he means it as a compliment!
6,Brett Favre says he thinks Aaron Rodgers won't finish career with Packers,espn,Hall of Famer Brett Favre thinks the Packers burned a bridge with quarterback Aaron Rodgers by drafting Jordan Love in the first round and that Rodgers won't finish his career with the team.
6,Dream Team architect Rod Thorn - Michael Jordan never discussed Isiah Thomas,espn,"Rod Thorn, who helped put together the Dream Team for the 1992 Olympics, said that Michael Jordan never spoke to him about leaving Isiah Thomas off the roster."
6,Jameis Winston - Drew Brees has always been there for me,espn,"New Saints quarterback Jameis Winston says that Drew Brees has always been there for him, so he's looking forward to learning from him."
6,"Serena Williams, Maria Sharapova among Mario Tennis entrants for $1M charity prize",espn,"Maria Sharapova, Serena Williams and Kevin Anderson are among the tennis stars who will take part in the ""Stay at Home Slam"" on Sunday, playing Mario Tennis Aces and competing for a $1 million prize for charity."
6,Las Vegas sportsbook sets line for Ravens' Lamar Jackson at 999.5 rushing yards,espn,"The over-under on the rushing total for Ravens QB Lamar Jackson for the 2020 regular season opened at 999.5 yards at Caesars Sportsbook, while his passing over-under opened at 3,199.5 yards."
6,Tom Brady 'All In Challenge' auction including dinner or workout nets $800K,espn,"Tom Brady will be going to dinner or working out with the winner of an All In Challenge package that also included tickets to a game and his jersey and cleats. The winning bid was $800,000."
6,2020 NFL draft instant-impact rookies - 15 picks from Mel Kiper,espn,"Clyde Edwards-Helaire will have a big role in Kansas City. But there are a few sleepers who could play early, too."
5,Will Daredevil Be in Spider-Man 3? Charlie Cox Addresses the Rumor - IGN,ign,"The rumor mill -- OK, more specifically, filmmaker and fanboy Kevin Smith -- claims that Daredevil may pop up in the forthcoming sequel to Spider-Man: Far From Home. But Charlie Cox, the actor who played Daredevil on the MCU Netflix series as well as The Defenders, said if the character is in the film it won't be played by him."
5,Airhead - Announcement Trailer - IGN,ign,"Metroid-style exploration/action game, Airhead, comes to PC, PS4, Switch, and Xbox One in 2021."
5,New Assassin's Creed Game Setting Being Revealed on Twitch - IGN,ign,Assassin's Creed's next setting - rumoured to be set around Vikings - is being revealed slowly on a stream.
5,Call of Duty: Modern Warfare's Massive 15 GB Update Is Hiding a Mystery - IGN,ign,Call of Duty: Modern Warfare has a new 15GB patch that adds fixes and a new mystery.
5,"Daily Deals: Score an HP OMEN RTX 2080 Ti Gaming PC for Under $1700, RTX 2080 Gaming Laptops for $1800 - IGN",ign,Supreme power with a not so supreme price tag
4,Oculus Rift | Oculus,ign,Oculus Rift is a virtual reality system that fully immerses you. Complete with touch controllers and two sensors for the ultimate VR experience. Learn more now.
5,The 6 Most Anticipated Anime coming to Netflix in May and June - IGN,ign,"Netflix anime is heating up in the months of May and June with these hot anime titles streaming on the platform! Netflix will finally bring us the highly anticipated anime Dorohedoro in May, based on the hit manga series by Q Hayashida! In Dorohedoro, Kaiman (Caiman) and Nikaido hunt down the Sorcerers in the Hole, and now is your chance to binge this Netflix anime. And if you're a fan of manga, you'll likely be interested in Monthly Girls' Nozaki-kun, based on the four-panel manga entitled Gekkan Shoujo Nozaki-kun written and illustrated by Izumi Tsubaki. Scissor Seven season 2, known as Killer Seven in China, will rear its scissor-wielding head during the month of May, right off the heels of the smash hit of Scissor Seven season one.

The hit manga by Keisuke Itagaki, Grappler Baki (Baki the Grappler in North America) returns to Netflix anime streaming! Baki season 2 is likely one of the most anticipated anime shows returning to Netflix anime in the month of June. Baki Hanma and Mohammad Alai Jr will likely bud heads as they will inevitably compete for the love of Kozue Matsumoto in Baki season 2. Baki is just the tip of the iceberg in June, as Netflix will also serve up One Piece (East Blue and Alabasta story arcs) and Pokemon Journeys in June. Fans of the One Piece manga and anime are probably long overdue for a revisit to these two story arcs. 

Set sail for One Piece with Monkey D. Luffy and the Straw Hat Pirates as Netflix will be streaming both the East Blue arc and the Alabasta arc, seasons one and two of One Piece. If you were wondering when there would be a Pokémon Sword and Shield anime, Netflix anime has the answer for you come June. Pokemon Journeys: the Series will likely satisfy fans of the Pokemon the Series: Sun and Moon anime who were waiting to see where Ash Ketchum and Pikachu were headed next. Looks like we'll be finding out in Pokemon Journeys!"
5,The 25 Best Non-Superhero Comic Book Movies - IGN,ign,"These are the 25 best comic book movies without superheroes -- no tights, no capes, no powers, but great films! (Note: This list also includes movies that are based on comic strips.)"
5,PlayStation Plus Deal: Get a Year's PS Plus Subscription for $36.99 - IGN,ign,Save 38% off 12 months of PlayStation Plus.
4,Microsoft shares rise after the tech giant posts 15% growth,techcrunch,"Today Microsoft reported its third-quarter, fiscal 2020 quarter earnings, the period of time corresponding to Q1 2020 on the regular calendar. The technology giant generated $35 billion in revenue, up 15% from the year-ago period. That top line led to $13 billion in operating income (+25% YoY), and…"
4,Apple will make it easier to unlock your iPhone while wearing a face mask,techcrunch,Face ID was a great idea — until we all had to wear face masks.
4,Johns Hopkins launches COVID-19 Testing hub to provide public access to testing data,techcrunch,"The COVID-19 testing picture in the U.S. is far from easy to understand, given the disparate agencies and public and private health organizations involved. Johns Hopkins, building on its excellent work developing COVID-19 case tracking and basic information resources, has developed a new hub called…"
4,"Amazon to stream NFL's Thursday Night Football through 2022, plus one exclusive game each season",techcrunch,"The NFL’s Thursday Night Football is returning to stream on Amazon. The companies announced today they’ve again renewed their agreement which will allow Amazon Prime Video to offer a live, digital stream of Thursday Night Football to a global audience through the 2022 season. This time …"
4,Juul is reportedly laying off 800 to 950 employees,techcrunch,"Juul is set to eliminate between 800 to 950 jobs, according to a new report from The Wall Street Journal. Those massive cuts would amount to around a third of the Bay Area vaping giant’s entire workforce. While the news comes amid a deluge of layoff reports, Juul’s troubles are said not to be a [&h…"
4,Digging for dollar signs amid edtech's current momentum,techcrunch,"Edtech was long defined by stodgy sales cycles, sluggish adoption and splashy pitches to K-12 districts with tight budgets, but the COVID-19 pandemic turned that reputation on its head in short order. Now, companies in the space are entering Q2 — traditionally a slower time reserved for product dev…"
4,GM delays GMC Hummer EV debut,techcrunch,"GM said Wednesday that it will postpone its upcoming reveal of a GMC-branded electric Hummer due to the COVID-19 pandemic. The Hummer EV debut, which was scheduled to occur May 20, is the latest automotive event to be delayed in recent months due to COVID-19, the disease caused by the coronavirus. …"
4,Wise locks down $5.7 million to scale its challenger bank designed for small businesses,techcrunch,"Stripe and Shopify have transformed the face of commerce for small business users, yet when it comes to putting that cash somewhere, SMBs have found that the banking options aren’t quite as transformative. Wise is a new challenger bank built specifically for small businesses. The startup is a…"
4,Hackers hit Chegg for the third time since 2018,techcrunch,"Exclusive: The education company said hackers made off with employee records, including Social Security numbers."
4,Apple and Google release first seed of COVID-19 exposure notification API for contact tracing app developers,techcrunch,"Apple and Google have released the very first version of their exposure notification API, which they previously called the contact tracing API . This is a developer-focused release, and is a seed of the API in development with the primary intent of collecting feedback from developers who will be us…"
3,Fed Pledges Aggressive Action as Economic Distress Worsens,the-wall-street-journal,"Federal Reserve officials have announced lending programs but, with interest rates near zero, focus could turn to other tools"
3,U.S. Economy Shrank at 4.8% Pace in First Quarter,the-wall-street-journal,Gross domestic product recorded steepest contraction since the last recession
3,Stocks Rise on Hopes for Coronavirus Treatment,the-wall-street-journal,Investors weigh coronavirus treatment developments  while seeking Fed guidance on economic downturn
3,Boeing to Cut 10% of Workforce as Coronavirus Puts Brakes on Air Travel,the-wall-street-journal,Aerospace giant reacts to ‘body blow’ to business in mapping out reduced production
3,Miscalculation at Every Level Left U.S. Unequipped to Fight Coronavirus,the-wall-street-journal,"A shortfall in masks lays bare the blunders by hospitals, manufacturers and the federal government"
3,U.S. Puts Amazon Foreign Websites on List of Platforms Blamed for Facilitating Piracy,the-wall-street-journal,The Trump administration hit the company over intellectual-property rights
3,"Coronavirus Updates: Hertz Weighs Bankruptcy; GE, Boeing Cut Costs",the-wall-street-journal,"Hertz prepares for a possible bankruptcy filing after skipping lease payments to preserve cash. General Electric and Boeing plan big cost cuts as the aviation industry swoons. Follow along for the latest news and insights on the coronavirus's impact on investors, companies and economies."
7,Young Doctors Struggle to Treat Coronavirus Patients: ‘We Are Horrified and Scared’,the-wall-street-journal,Residents in training for other specialties must learn fast how to do procedures they were never trained for
3,Two Months That Tore Apart the Food Chain,the-wall-street-journal,"Grocery demand skyrocketed, restaurants shut their doors and distribution became exponentially more complex, resulting in the most dramatic shift in history"
3,The 16 Airlines Making Refunds a Headache,the-wall-street-journal,"Some carriers are doing right by their passengers forced to cancel trips, but these 16 are making it harder"
2,"Live updates: As ‘quarantine fatigue’ spreads, Fauci says second wave of coronavirus is ‘inevitable’",the-washington-post,The latest evidence proves that the novel coronavirus is much more lethal than the seasonal flu. New data shows “quarantine fatigue” is spreading around the United States.
2,Tracking U.S. coronavirus deaths and reported cases by state,the-washington-post,"The death toll from covid-19 began to rise steadily in early March, then more sharply as the disease spread to every state and most U.S. territories."
4,At home with your kids? Here’s the ultimate parents’ guide to education and activity resources.,the-washington-post,"Whether parents are looking to instruct, comfort or simply entertain, there’s something for them — and their kids — online."
3,How to turn your unwanted stuff into cash,the-washington-post,"Even during a pandemic, there are ways to sell household items, vintage clothes and more — thanks to the Internet."
5,What to watch on Wednesday: ‘Murder to Mercy: The Cyntoia Brown Story’,the-washington-post,"Wednesday, April 29, 2020 | “Normal People” premieres on Hulu."
7,Stress on health care workers is creating 'second victims' in the coronavirus pandemic,cnn,"The recent suicide of Dr. Lorna Breen, a New York City emergency room doctor who recovered from Covid-19, has highlighted the risks health care workers face to their emotional and psychological health, too."
2,"Public, private health labs may never be able to meet demand for coronavirus testing over supply chain shortages",cnn,"Public and private health laboratories throughout the United States and its territories are still unable to meet the demand for Covid-19 testing over supply shortages and may never be able to, even as the Trump administration rolled out a blueprint this week on ramping up testing across the country."
3,Laid-off workers may have to give up unemployment benefits as states reopen,cnn,"As businesses across the nation slowly begin to reopen, many laid-off workers face a difficult decision: Do they feel it's safe enough to return to their jobs?"
4,"eBay Q1 reports sales of $2.374B, active buyers up to 174M in wake of COVID-19",techcrunch,"After a quarter in which eBay, tussling with an activist investor, completed the sell-off of its ticketing business StubHub for $4 billion and saw appointed a new CEO after its previous one departed, while also weathering waves of surging demand and dodgy supply resulting from the COVID-19 pandemic…"
4,Facebook stock spikes despite 'significant reduction' in demand for ads,techcrunch,"The coronavirus pandemic is significantly slowing the growth of Facebook’s ads business, but investors seems pleased with the company’s performance in Q1 after Facebook released its earnings report Wednesday. The company beat Wall Street expectations on revenues, sharing that they had m…"
1,Russian PM tests positive for coronavirus,bbc-news,"Mikhail Mishustin, who got the role in January, is shown revealing his diagnosis on Russian TV."
7,Coronavirus updates: Drug trial hope for virus treatment,bbc-news,Clinical trials indicate Remdesivir can help some patients recover but full data is not yet published.
2,Has US tested more than rest of world combined?,bbc-news,President Trump has made several claims about coronavirus testing in the US - is he right?
2,Los Angeles offers free virus testing to residents,bbc-news,"It is the first major US city to offer free testing to all, even if people are showing no symptoms."
3,Musk v Zuckerberg on America's shutdown,bbc-news,"While the Facebook founder supports lockdown measures, Tesla's Elon Musk is increasingly sceptical."
3,Four US Amish children killed in buggy accident,bbc-news,The family were crossing a stream in Kentucky when their horse-drawn buggy got swept away.
3,Captain Tom's appeal tops £31m on 100th birthday,bbc-news,A host of tributes help the war veteran who has raised money for the NHS mark his 100th birthday.
1,Inside story of Spain's care home tragedy,bbc-news,"With 16,000 care home deaths linked to coronavirus, families want to know what went wrong."
5,Bollywood's romantic hero Rishi Kapoor dies,bbc-news,The star of dozens of films dies in hospital aged 67 after a two-year battle with leukemia.
3,Captain Tom celebrates 100th birthday,bbc-news,The war veteran who has raised more than £30 million for the NHS has celebrated his milestone birthday in style.
6,Glenn Murray: Brighton striker unsure about top-flight return,bbc-sport,"Brighton striker Glenn Murray says some proposed protocols around the Premier League's return to action are ""farcical""."
6,Ligue 1: Paris St-Germain awarded French title as season finished early,bbc-sport,Paris St-Germain are awarded the Ligue 1 title after it was announced the season would not resume because of the coronavirus pandemic.
6,Premier League restart: Liverpool mayor fears 'farcical' situation,bbc-sport,"Liverpool mayor Joe Anderson says resuming the Premier League is a ""non-starter"" and fears a ""farcical"" situation if fans congregate outside Anfield."
6,Virtual Madrid Open: Andy Murray & Kiki Bertens clinch titles,bbc-sport,Andy Murray wins the Madrid Open for a third time without even leaving the comfort of his sofa.
6,Top 14: French rugby union's top two divisions to be abandoned,bbc-sport,French rugby union’s top two divisions - the Top 14 and Pro D2 - will be abandoned because of the coronavirus pandemic.
6,Can you live with Lingard’s 40-minute workout?,bbc-sport,"Man Utd's Jesse Lingard presents a 40-minute workout with three rounds of four sets of exercises, including cardio, core and strength - and a bonus round if you can hack it!"
6,Captain Tom receives England cricket cap on 100th birthday,bbc-sport,"Ex-England captain Michael Vaughan presents Captain Tom Moore with an England cricket cap to ""make him an official member of the England team"" on his 100th birthday."
6,Chelsea ask foreign players to return to England by Sunday,bbc-sport,Chelsea ask their foreign players to return to England by Sunday in case the Premier League resumes soon.
6,"Jordan Cox: Ex-Hull KR & Warrington player dies, aged 27",bbc-sport,Former Hull KR and Warrington Wolves player Jordan Cox dies aged 27.
3,Americans are hoarding cash: Savings rate hits its highest level since 1981,cnn,Americans are so nervous about the state of the economy that they are stashing cash in the bank at a rate unseen since the early part of Ronald Reagan's first term as president.
2,Jared Kushner's tone-deaf coronavirus answer completely missed the mark,cnn,Presidential son-in-law Jared Kushner went on Fox News Wednesday to declare victory over coronavirus.
2,"Thank you for your service, Jared Kushner",cnn,"Peter Bergen writes that today we have a completely unreliable president and his feckless son-in-law as coronavirus czar prattling on about bringing more private sector efficiency to government. Meanwhile, Trump demands thanks from governors when he is just barely doing his job as president."
2,Trump and Kushner show depth of disconnect with Americans on the front lines,cnn,"It's fine for Jared Kushner to mock the ""eternal lockdown crowd"" worried about state openings -- he doesn't have to clock in at a meat factory, drive a bus or work in an emergency room."
2,Hundreds of people lined up outside of Vegas casino for food - CNN Video,cnn,"Laid-off workers are lining up in front of a Las Vegas casino to get food, as a result of the economic crisis caused by the coronavirus pandemic. CNN's Kyung Lah reports."
3,30 million Americans have filed initial unemployment claims since mid-March,cnn,"The coronavirus crisis continues to tear through the US economy, as another TK million Americans filed for first-time unemployment benefits last week, according to the Labor Department."
2,These universities say their students will return to campus in the fall,cnn,College campuses in at least four states are expected to reopen for students and faculty in the fall -- after dozens of universities across the US were forced to shutter their classrooms through the end of the semester.
5,She-Ra princesses prepare for the last battle in final season trailer,entertainment-weekly,The trailer for the fifth and final season of Netflix's 'She-Ra and the Princesses of Power' features the characters facing off against their scariest enemy yet. Watch it here first.
5,Jeff Probst weighs in on Kim's fateful <em>Survivor</em> food decision,entertainment-weekly,The host also celebrates the hilarity that is the Tony and Sarah alliance
5,<em>The Masked Singer</em> Astronaut reveals how he bent the truth to get on show,entertainment-weekly,"The latest eliminated contest tells EW about the hint from his clue package that ""got really out of hand."""
5,What to Watch on Thursday: <em>Parks and Rec</em> cast reunites for a special quarantine episode,entertainment-weekly,"The 'Parks and Rec' cast comes together (remotely) for a special reunion episode, and 'How to Get Away With Murder' explores Sam's past."
5,<em>Ramy</em> seeks out Mahershala Ali's spiritual guidance in season 2 trailer,entertainment-weekly,Watch two-time Oscar winner Mahershala Ali join Golden Globe winner Ramy Youssef on his Hulu series.
5,"Mädchen Amick teases <em>Riverdale</em> directorial debut, and what she learned from David Lynch",entertainment-weekly,"Riverdale' star Madchen Amick tells EW about making her series directing debut on the season 4 finale, and what she learned from her 'mentor' David Lynch."
5,<em>Parks and Recreation</em> cast: Where are they now?,entertainment-weekly,<p>“No one achieves anything alone.”</p>
6,NASCAR goes green in May with seven races in 11 days,espn,"NASCAR released a revised schedule for May that includes seven races from May 17 through May 27, including four Cup races with two at Darlington Raceway and two at Charlotte Motor Speedway."
6,LeBron James retorts to shutdown chatter -- 'We would like to finish our season',espn,"LeBron James doesn't want to hear about canceling the 2019-20 NBA season, tweeting ""Nobody I know saying anything like that"" and that he and the Lakers are ready to play once it is safe to do so."
6,Brandin Cooks -- Being traded three times shows 'I'm wanted',espn,"New Texans wide receiver Brandin Cooks says he looks at being traded three times in his career ""as a positive that I'm wanted."""
6,Bengals releasing Andy Dalton after drafting Joe Burrow,espn,"The Bengals are releasing Andy Dalton, who served as the team's starting quarterback for the past nine seasons, a source told ESPN's Adam Schefter."
6,Cowboys give revered No. 88 to rookie receiver CeeDee Lamb,espn,"The Cowboys are hoping rookie CeeDee Lamb can follow in the footsteps of other star receivers to have worn No. 88 in Dallas -- Drew Pearson, Michael Irvin and Dez Bryant."
6,Source -- Bears reach one-year deal with free agent Ted Ginn Jr.,espn,"Veteran wide receiver and return specialist Ted Ginn, who ranks 25th in NFL history with 15,685 all-purpose yards, has reached a one-year deal with the Bears, a source told ESPN."
6,2020 NFL draft steals - 10 underrated picks who could turn into gems,espn,A prolific edge rusher for Detroit in the third round? A YAC monster for the 49ers in the seventh? Here are 10 productive draft picks who look like steals.
5,Superman: Man of Tomorrow Movie Voice Cast Revealed - IGN,ign,"Darren Criss, Zachary Quinto and Alexandra Daddario lead the voice cast of Superman: Man of Tomorrow, the next DC animated film. It will arrive this summer on digital, 4K Ultra combo pack, and Blu-ray combo pack."
5,Mars Horizon - Announcement Trailer - IGN,ign,"Mars Horizon comes to PC, PS4, Xbox One, and Switch later this year, with a Beta launching on Steam on April 27."
5,5 Reasons There's Hope For An Office Reunion - IGN,ign,"With Space Force in the works, reuniting Greg Daniels and Steve Carell, and a Parks and Recreation ""socially distant"" reunion episode dropping today, we thought it was a good time to round up all the little news nuggets IGN has featured recently about the possibility of an Office reunion. For complete details, check out some of our coverage below!

There's Still Hope for an Office Reunion 'Something,' Says Showrunner
https://www.ign.com/articles/the-office-reunion-episode-peacock-revival-steve-carell-greg-daniels

Steve Carell Reportedly 'Didn't Want To Leave' NBC's The Office After Season 7
https://www.ign.com/articles/steve-carell-reportedly-didnt-want-to-leave-the-office-after-season-7

John Krasinski Responds to Talk of an Office Reboot
https://www.ign.com/articles/2018/04/06/john-krazinski-responds-to-talk-of-an-office-reboot

The Office and West Wing Reboots a Possibility at NBC
https://sea.ign.com/the-office/132759/news/the-office-and-west-wing-reboots-a-possibility-at-nbc

The Office Had a Mini-Reunion on SNL and It Will Make You Want a Reboot
https://www.ign.com/articles/2018/11/18/the-office-had-a-mini-reunion-on-snl-and-it-will-make-you-want-a-reboot"
5,PS4's Big 2020 Exclusives Shift Release Dates - Beyond Episode 642 - IGN,ign,"On this week's episode of IGN's PlayStation show, Podcast Beyond! host Jonathon Dornbush is joined by Max Scoville, Lucy O'Brien, Tom R. Marks, and a bunch of technical problems!

While we deal with the hurdles of dropped calls and frozen, possibly haunted Discord discussion, we dive into the big moves for PS4's exclusives and their release dates. We break down what The Last of Us 2 and Ghost of Tsushima's new release dates mean for PS4's busy summer, offer our thoughts on The Last of Us 2 leaks (without spoiling anything, and we hope you won't either for those wanting to keep the story fresh), and much more.

Have a Memory Card or That One Thing to share? Write in to beyond@ign.com!"
5,BPM: Bullets Per Minute Announcement Trailer (Fast-Action Rhythm FPS) - IGN,ign,"If Doom and Rock Band had a baby, it might be BPM: Bullets Per Minute. Take a look at the reveal trailer of this fast-action ""rhythm FPS."""
5,Daily Deals: 50% Off SNK's NEOGEO Mini International Arcade with 40 Games - IGN,ign,"Includes Metal Slug, King of Fighters, Samurai Showdown, Fatal Fury, and More."
5,The Best Gaming PC Deals - IGN,ign,Join the PC Master Race.
5,New Streaming Movies: Netflix vs. the World and Blood Quantum - IGN,ign,Are the new streaming movies Netflix vs. the World and Blood Quantum worth watching? Check out our reviews of the Amazon Prime documentary about Netflix's origins and Shudder's zombie movie set among the indigenous people of Canada.
5,Familiarize Yourself With Viking History With This Kindle Book Deal - IGN,ign,The Viking Age ran from 793–1066 AD and changed the entirety of Western Europe.
4,"How this startup built and exited to Twitter in 1,219 days",techcrunch,"By the summer of 2016, Marie Outtier had spent eight years as a consultant advising media agencies and martech companies on marketing growth strategy. Pierre-Jean “PJ” Camillieri started as a music software engineer before joining one of Apple’s consumer electronics divisions. Inspired by Sir…"
4,Banjo suspends state surveillance contracts after report details founder's white supremacist past,techcrunch,"Following an explosive report about the dark past of its founder and CEO Damien Patton, Utah-based company Banjo is facing a backlash in its own backyard. After revelations of Patton’s former ties to a branch of the KKK came to light, Utah’s Attorney General and the University of Utah f…"
4,Smart home startup Josh.ai raises $11 million to offer a home assistant alternative to Alexa,techcrunch,"Directly taking on Google and Amazon generally seems to be an ill-advised strategy for a young startup. It’s even more complicated when you’re competing on the home assistants front, a technically-complex, capital-intensive future platform that both tech giants have dumped substantial s…"
4,Andreessen Horowitz just closed its second crypto fund,techcrunch,"Two years ago, the venture firm Andreessen Horowitz (a16z) took the wraps off a dedicated crypto fund from a subset of its limited partners, who’d provided the firm with $300 million in capital commitments.  Now, the firm says it has closed a second fund in the same vein, this time with $515 millio…"
4,Cloud Foundry renews its focus on developer experience as it looks beyond the enterprise,techcrunch,"The Cloud Foundry Foundation (CFF) just went through a major leadership change, with executive director Abby Kearns stepping down after five years (and becoming a CTO at Puppet) and the CFF’s CTO Chip Childers stepping into the top leadership role in the organization. For the most part, thoug…"
